"","samp_date","samp_ev","exp","rep","Group","type","shp","sa","la","wi","counts","pres_fact","vol_set_ml","n_bugs","time_d","mag","propCntd"
"6197",2019-08-01,"YBP1","T24","3","diatom","egg shaped","prosph",32,80,NA,0,0.918,25,24,1,"100x",1
"6198",2019-07-31,"YBP1","IC","1","diatom","egg shaped","prosph",32,80,NA,0,0.902,26,24,1,"100x",1
"6199",2019-07-31,"YBP1","IC","2","diatom","egg shaped","prosph",32,80,NA,0,0.907,25,24,1,"100x",1
"6200",2019-07-31,"YBP1","IC","3","diatom","egg shaped","prosph",32,80,NA,0,0.904,25,24,1,"100x",1
"6201",2019-08-18,"LSZ2","site","N/A","diatom","egg shaped","prosph",32,80,NA,0,0.902,18,24,1,"100x",1
"6202",2019-08-20,"LSZ2","FC","1","diatom","egg shaped","prosph",32,80,NA,0,0.917,25,24,1,"100x",1
"6203",2019-08-20,"LSZ2","T24","1","diatom","egg shaped","prosph",32,80,NA,0,0.922,24,24,1,"100x",1
"6204",2019-08-20,"LSZ2","FC","2","diatom","egg shaped","prosph",32,80,NA,0,0.912,25,24,1,"100x",0.81
"6205",2019-08-20,"LSZ2","T24","2","diatom","egg shaped","prosph",32,80,NA,0,0.914,25,24,1,"100x",1
"6206",2019-08-20,"LSZ2","FC","3","diatom","egg shaped","prosph",32,80,NA,0,0.914,25,24,1,"100x",1
"6207",2019-08-20,"LSZ2","T24","3","diatom","egg shaped","prosph",32,80,NA,0,0.915,25,24,1,"100x",1
"6208",2019-08-19,"LSZ2","IC","1","diatom","egg shaped","prosph",32,80,NA,0,0.918,25,24,1,"100x",1
"6209",2019-08-19,"LSZ2","IC","2","diatom","egg shaped","prosph",32,80,NA,0,0.918,25,24,1,"100x",1
"6210",2019-08-19,"LSZ2","IC","3","diatom","egg shaped","prosph",32,80,NA,0,0.922,27,24,1,"100x",1
"6211",2019-08-13,"WLD2","site","N/A","diatom","egg shaped","prosph",32,80,NA,0,0.902,17,24,1,"100x",1
"6212",2019-08-15,"WLD2","FC","1","diatom","egg shaped","prosph",32,80,NA,0,0.904,24,24,1,"100x",1
"6213",2019-08-15,"WLD2","T24","1","diatom","egg shaped","prosph",32,80,NA,0,0.906,26,24,1,"100x",1
"6214",2019-08-15,"WLD2","FC","2","diatom","egg shaped","prosph",32,80,NA,1,0.906,25,24,1,"100x",1
"6215",2019-08-15,"WLD2","T24","2","diatom","egg shaped","prosph",32,80,NA,0,0.906,25,24,1,"100x",1
"6216",2019-08-15,"WLD2","FC","3","diatom","egg shaped","prosph",32,80,NA,0,0.909,25,24,1,"100x",1
"6217",2019-08-15,"WLD2","T24","3","diatom","egg shaped","prosph",32,80,NA,0,0.907,27,24,1,"100x",1
"6218",2019-08-14,"WLD2","IC","1","diatom","egg shaped","prosph",32,80,NA,0,0.917,26,24,1,"100x",1
"6219",2019-08-14,"WLD2","IC","2","diatom","egg shaped","prosph",32,80,NA,0,0.907,25,24,1,"100x",1
"6220",2019-08-14,"WLD2","IC","3","diatom","egg shaped","prosph",32,80,NA,0,0.915,25,24,1,"100x",0.5
"6221",2019-07-23,"SJR1","site","N/A","diatom","egg shaped","prosph",32,80,NA,0,0.901,21,24,1,"100x",1
"6222",2019-07-25,"SJR1","FC","1","diatom","egg shaped","prosph",32,80,NA,0,0.919,18,24,1,"100x",0.89
"6223",2019-07-25,"SJR1","T24","1","diatom","egg shaped","prosph",32,80,NA,0,0.918,22,24,1,"100x",1
"6224",2019-07-25,"SJR1","FC","2","diatom","egg shaped","prosph",32,80,NA,0,0.917,22.5,24,1,"100x",0.55
"6225",2019-07-25,"SJR1","T24","2","diatom","egg shaped","prosph",32,80,NA,0,0.917,22,24,1,"100x",1
"6226",2019-07-25,"SJR1","FC","3","diatom","egg shaped","prosph",32,80,NA,0,0.917,25,24,1,"100x",0.6
"6227",2019-07-25,"SJR1","T24","3","diatom","egg shaped","prosph",32,80,NA,0,0.906,25,24,1,"100x",1
"6228",2019-07-24,"SJR1","IC","1","diatom","egg shaped","prosph",32,80,NA,0,0.909,25,24,1,"100x",1
"6229",2019-07-24,"SJR1","IC","2","diatom","egg shaped","prosph",32,80,NA,0,0.911,25,24,1,"100x",1
"6230",2019-07-24,"SJR1","IC","3","diatom","egg shaped","prosph",32,80,NA,0,0.909,28,24,1,"100x",1
"6231",2019-09-17,"YBP2","site","N/A","diatom","egg shaped","prosph",32,80,NA,4,0.895,15,24,1,"100x",0.73
"6232",2019-09-19,"YBP2","FC","1","diatom","egg shaped","prosph",32,80,NA,1,0.914,5,24,1,"100x",1
"6233",2019-09-19,"YBP2","T24","1","diatom","egg shaped","prosph",32,80,NA,0,0.911,8.5,24,1,"100x",1
"6234",2019-09-19,"YBP2","FC","2","diatom","egg shaped","prosph",32,80,NA,1,0.915,9,24,1,"100x",1
"6235",2019-09-19,"YBP2","T24","2","diatom","egg shaped","prosph",32,80,NA,0,0.917,8,24,1,"100x",1
"6236",2019-09-19,"YBP2","FC","3","diatom","egg shaped","prosph",32,80,NA,0,0.924,15,24,1,"100x",1
"6237",2019-09-19,"YBP2","T24","3","diatom","egg shaped","prosph",32,80,NA,0,0.922,15,24,1,"100x",1
"6238",2019-09-18,"YBP2","IC","1","diatom","egg shaped","prosph",32,80,NA,0,0.914,20,24,1,"100x",0.5
"6239",2019-09-18,"YBP2","IC","2","diatom","egg shaped","prosph",32,80,NA,0,0.912,17,24,1,"100x",0.78
"6240",2019-09-18,"YBP2","IC","3","diatom","egg shaped","prosph",32,80,NA,3,0.919,20,24,1,"100x",0.6
"6241",2019-09-03,"SJR2","site","N/A","diatom","other","prosph",8,24,NA,0,0.889,18,24,1,"100x",1
"6242",2019-09-05,"SJR2","FC","1","diatom","other","prosph",8,24,NA,0,0.915,25,24,1,"100x",1
"6243",2019-09-05,"SJR2","T24","1","diatom","other","prosph",8,24,NA,0,0.915,25,24,1,"100x",1
"6244",2019-09-05,"SJR2","FC","2","diatom","other","prosph",8,24,NA,0,0.914,25,24,1,"100x",1
"6245",2019-09-05,"SJR2","T24","2","diatom","other","prosph",8,24,NA,1,0.919,25,24,1,"100x",1
"6246",2019-09-05,"SJR2","FC","3","diatom","other","prosph",8,24,NA,0,0.918,25,24,1,"100x",1
"6247",2019-09-05,"SJR2","T24","3","diatom","other","prosph",8,24,NA,0,0.917,25,24,1,"100x",1
"6248",2019-09-04,"SJR2","IC","1","diatom","other","prosph",8,24,NA,0,0.915,25,24,1,"100x",1
"6249",2019-09-04,"SJR2","IC","2","diatom","other","prosph",8,24,NA,0,0.919,25,24,1,"100x",1
"6250",2019-09-04,"SJR2","IC","3","diatom","other","prosph",8,24,NA,0,0.917,25,24,1,"100x",1
"6251",2019-07-30,"YBP1","site","N/A","diatom","other","prosph",8,24,NA,0,0.898,16,24,1,"100x",1
"6252",2019-08-01,"YBP1","FC","1","diatom","other","prosph",8,24,NA,0,0.907,25,24,1,"100x",1
"6253",2019-08-01,"YBP1","T24","1","diatom","other","prosph",8,24,NA,0,0.919,26,24,1,"100x",1
"6254",2019-08-01,"YBP1","FC","2","diatom","other","prosph",8,24,NA,0,0.911,26,24,1,"100x",1
"6255",2019-08-01,"YBP1","T24","2","diatom","other","prosph",8,24,NA,0,0.911,25,24,1,"100x",1
"6256",2019-08-01,"YBP1","FC","3","diatom","other","prosph",8,24,NA,0,0.918,27,24,1,"100x",1
"6257",2019-08-01,"YBP1","T24","3","diatom","other","prosph",8,24,NA,0,0.918,25,24,1,"100x",1
"6258",2019-07-31,"YBP1","IC","1","diatom","other","prosph",8,24,NA,0,0.902,26,24,1,"100x",1
"6259",2019-07-31,"YBP1","IC","2","diatom","other","prosph",8,24,NA,0,0.907,25,24,1,"100x",1
"6260",2019-07-31,"YBP1","IC","3","diatom","other","prosph",8,24,NA,0,0.904,25,24,1,"100x",1
"6261",2019-08-18,"LSZ2","site","N/A","diatom","other","prosph",8,24,NA,0,0.902,18,24,1,"100x",1
"6262",2019-08-20,"LSZ2","FC","1","diatom","other","prosph",8,24,NA,0,0.917,25,24,1,"100x",1
"6263",2019-08-20,"LSZ2","T24","1","diatom","other","prosph",8,24,NA,0,0.922,24,24,1,"100x",1
"6264",2019-08-20,"LSZ2","FC","2","diatom","other","prosph",8,24,NA,0,0.912,25,24,1,"100x",0.81
"6265",2019-08-20,"LSZ2","T24","2","diatom","other","prosph",8,24,NA,0,0.914,25,24,1,"100x",1
"6266",2019-08-20,"LSZ2","FC","3","diatom","other","prosph",8,24,NA,0,0.914,25,24,1,"100x",1
"6267",2019-08-20,"LSZ2","T24","3","diatom","other","prosph",8,24,NA,0,0.915,25,24,1,"100x",1
"6268",2019-08-19,"LSZ2","IC","1","diatom","other","prosph",8,24,NA,0,0.918,25,24,1,"100x",1
"6269",2019-08-19,"LSZ2","IC","2","diatom","other","prosph",8,24,NA,0,0.918,25,24,1,"100x",1
"6270",2019-08-19,"LSZ2","IC","3","diatom","other","prosph",8,24,NA,0,0.922,27,24,1,"100x",1
"6271",2019-08-13,"WLD2","site","N/A","diatom","other","prosph",8,24,NA,0,0.902,17,24,1,"100x",1
"6272",2019-08-15,"WLD2","FC","1","diatom","other","prosph",8,24,NA,0,0.904,24,24,1,"100x",1
"6273",2019-08-15,"WLD2","T24","1","diatom","other","prosph",8,24,NA,0,0.906,26,24,1,"100x",1
"6274",2019-08-15,"WLD2","FC","2","diatom","other","prosph",8,24,NA,0,0.906,25,24,1,"100x",1
"6275",2019-08-15,"WLD2","T24","2","diatom","other","prosph",8,24,NA,0,0.906,25,24,1,"100x",1
"6276",2019-08-15,"WLD2","FC","3","diatom","other","prosph",8,24,NA,0,0.909,25,24,1,"100x",1
"6277",2019-08-15,"WLD2","T24","3","diatom","other","prosph",8,24,NA,0,0.907,27,24,1,"100x",1
"6278",2019-08-14,"WLD2","IC","1","diatom","other","prosph",8,24,NA,0,0.917,26,24,1,"100x",1
"6279",2019-08-14,"WLD2","IC","2","diatom","other","prosph",8,24,NA,0,0.907,25,24,1,"100x",1
"6280",2019-08-14,"WLD2","IC","3","diatom","other","prosph",8,24,NA,0,0.915,25,24,1,"100x",0.5
"6281",2019-07-23,"SJR1","site","N/A","diatom","other","prosph",8,24,NA,0,0.901,21,24,1,"100x",1
"6282",2019-07-25,"SJR1","FC","1","diatom","other","prosph",8,24,NA,0,0.919,18,24,1,"100x",0.89
"6283",2019-07-25,"SJR1","T24","1","diatom","other","prosph",8,24,NA,0,0.918,22,24,1,"100x",1
"6284",2019-07-25,"SJR1","FC","2","diatom","other","prosph",8,24,NA,0,0.917,22.5,24,1,"100x",0.55
"6285",2019-07-25,"SJR1","T24","2","diatom","other","prosph",8,24,NA,0,0.917,22,24,1,"100x",1
"6286",2019-07-25,"SJR1","FC","3","diatom","other","prosph",8,24,NA,0,0.917,25,24,1,"100x",0.6
"6287",2019-07-25,"SJR1","T24","3","diatom","other","prosph",8,24,NA,0,0.906,25,24,1,"100x",1
"6288",2019-07-24,"SJR1","IC","1","diatom","other","prosph",8,24,NA,0,0.909,25,24,1,"100x",1
"6289",2019-07-24,"SJR1","IC","2","diatom","other","prosph",8,24,NA,0,0.911,25,24,1,"100x",1
"6290",2019-07-24,"SJR1","IC","3","diatom","other","prosph",8,24,NA,0,0.909,28,24,1,"100x",1
"6291",2019-09-17,"YBP2","site","N/A","diatom","other","prosph",8,24,NA,0,0.895,15,24,1,"100x",0.73
"6292",2019-09-19,"YBP2","FC","1","diatom","other","prosph",8,24,NA,0,0.914,5,24,1,"100x",1
"6293",2019-09-19,"YBP2","T24","1","diatom","other","prosph",8,24,NA,0,0.911,8.5,24,1,"100x",1
"6294",2019-09-19,"YBP2","FC","2","diatom","other","prosph",8,24,NA,0,0.915,9,24,1,"100x",1
"6295",2019-09-19,"YBP2","T24","2","diatom","other","prosph",8,24,NA,0,0.917,8,24,1,"100x",1
"6296",2019-09-19,"YBP2","FC","3","diatom","other","prosph",8,24,NA,2,0.924,15,24,1,"100x",1
"6297",2019-09-19,"YBP2","T24","3","diatom","other","prosph",8,24,NA,0,0.922,15,24,1,"100x",1
"6298",2019-09-18,"YBP2","IC","1","diatom","other","prosph",8,24,NA,0,0.914,20,24,1,"100x",0.5
"6299",2019-09-18,"YBP2","IC","2","diatom","other","prosph",8,24,NA,0,0.912,17,24,1,"100x",0.78
"6300",2019-09-18,"YBP2","IC","3","diatom","other","prosph",8,24,NA,0,0.919,20,24,1,"100x",0.6
"6301",2019-09-03,"SJR2","site","N/A","diatom","other","prosph",9.6,24,NA,0,0.889,18,24,1,"100x",1
"6302",2019-09-05,"SJR2","FC","1","diatom","other","prosph",9.6,24,NA,0,0.915,25,24,1,"100x",1
"6303",2019-09-05,"SJR2","T24","1","diatom","other","prosph",9.6,24,NA,0,0.915,25,24,1,"100x",1
"6304",2019-09-05,"SJR2","FC","2","diatom","other","prosph",9.6,24,NA,0,0.914,25,24,1,"100x",1
"6305",2019-09-05,"SJR2","T24","2","diatom","other","prosph",9.6,24,NA,0,0.919,25,24,1,"100x",1
"6306",2019-09-05,"SJR2","FC","3","diatom","other","prosph",9.6,24,NA,0,0.918,25,24,1,"100x",1
"6307",2019-09-05,"SJR2","T24","3","diatom","other","prosph",9.6,24,NA,0,0.917,25,24,1,"100x",1
"6308",2019-09-04,"SJR2","IC","1","diatom","other","prosph",9.6,24,NA,0,0.915,25,24,1,"100x",1
"6309",2019-09-04,"SJR2","IC","2","diatom","other","prosph",9.6,24,NA,0,0.919,25,24,1,"100x",1
"6310",2019-09-04,"SJR2","IC","3","diatom","other","prosph",9.6,24,NA,0,0.917,25,24,1,"100x",1
"6311",2019-07-30,"YBP1","site","N/A","diatom","other","prosph",9.6,24,NA,3,0.898,16,24,1,"100x",1
"6312",2019-08-01,"YBP1","FC","1","diatom","other","prosph",9.6,24,NA,0,0.907,25,24,1,"100x",1
"6313",2019-08-01,"YBP1","T24","1","diatom","other","prosph",9.6,24,NA,0,0.919,26,24,1,"100x",1
"6314",2019-08-01,"YBP1","FC","2","diatom","other","prosph",9.6,24,NA,0,0.911,26,24,1,"100x",1
"6315",2019-08-01,"YBP1","T24","2","diatom","other","prosph",9.6,24,NA,0,0.911,25,24,1,"100x",1
"6316",2019-08-01,"YBP1","FC","3","diatom","other","prosph",9.6,24,NA,0,0.918,27,24,1,"100x",1
"6317",2019-08-01,"YBP1","T24","3","diatom","other","prosph",9.6,24,NA,0,0.918,25,24,1,"100x",1
"6318",2019-07-31,"YBP1","IC","1","diatom","other","prosph",9.6,24,NA,0,0.902,26,24,1,"100x",1
"6319",2019-07-31,"YBP1","IC","2","diatom","other","prosph",9.6,24,NA,0,0.907,25,24,1,"100x",1
"6320",2019-07-31,"YBP1","IC","3","diatom","other","prosph",9.6,24,NA,0,0.904,25,24,1,"100x",1
"6321",2019-08-18,"LSZ2","site","N/A","diatom","other","prosph",9.6,24,NA,0,0.902,18,24,1,"100x",1
"6322",2019-08-20,"LSZ2","FC","1","diatom","other","prosph",9.6,24,NA,0,0.917,25,24,1,"100x",1
"6323",2019-08-20,"LSZ2","T24","1","diatom","other","prosph",9.6,24,NA,0,0.922,24,24,1,"100x",1
"6324",2019-08-20,"LSZ2","FC","2","diatom","other","prosph",9.6,24,NA,0,0.912,25,24,1,"100x",0.81
"6325",2019-08-20,"LSZ2","T24","2","diatom","other","prosph",9.6,24,NA,0,0.914,25,24,1,"100x",1
"6326",2019-08-20,"LSZ2","FC","3","diatom","other","prosph",9.6,24,NA,0,0.914,25,24,1,"100x",1
"6327",2019-08-20,"LSZ2","T24","3","diatom","other","prosph",9.6,24,NA,0,0.915,25,24,1,"100x",1
"6328",2019-08-19,"LSZ2","IC","1","diatom","other","prosph",9.6,24,NA,0,0.918,25,24,1,"100x",1
"6329",2019-08-19,"LSZ2","IC","2","diatom","other","prosph",9.6,24,NA,0,0.918,25,24,1,"100x",1
"6330",2019-08-19,"LSZ2","IC","3","diatom","other","prosph",9.6,24,NA,0,0.922,27,24,1,"100x",1
"6331",2019-08-13,"WLD2","site","N/A","diatom","other","prosph",9.6,24,NA,0,0.902,17,24,1,"100x",1
"6332",2019-08-15,"WLD2","FC","1","diatom","other","prosph",9.6,24,NA,0,0.904,24,24,1,"100x",1
"6333",2019-08-15,"WLD2","T24","1","diatom","other","prosph",9.6,24,NA,0,0.906,26,24,1,"100x",1
"6334",2019-08-15,"WLD2","FC","2","diatom","other","prosph",9.6,24,NA,0,0.906,25,24,1,"100x",1
"6335",2019-08-15,"WLD2","T24","2","diatom","other","prosph",9.6,24,NA,0,0.906,25,24,1,"100x",1
"6336",2019-08-15,"WLD2","FC","3","diatom","other","prosph",9.6,24,NA,0,0.909,25,24,1,"100x",1
"6337",2019-08-15,"WLD2","T24","3","diatom","other","prosph",9.6,24,NA,0,0.907,27,24,1,"100x",1
"6338",2019-08-14,"WLD2","IC","1","diatom","other","prosph",9.6,24,NA,0,0.917,26,24,1,"100x",1
"6339",2019-08-14,"WLD2","IC","2","diatom","other","prosph",9.6,24,NA,0,0.907,25,24,1,"100x",1
"6340",2019-08-14,"WLD2","IC","3","diatom","other","prosph",9.6,24,NA,0,0.915,25,24,1,"100x",0.5
"6341",2019-07-23,"SJR1","site","N/A","diatom","other","prosph",9.6,24,NA,0,0.901,21,24,1,"100x",1
"6342",2019-07-25,"SJR1","FC","1","diatom","other","prosph",9.6,24,NA,0,0.919,18,24,1,"100x",0.89
"6343",2019-07-25,"SJR1","T24","1","diatom","other","prosph",9.6,24,NA,0,0.918,22,24,1,"100x",1
"6344",2019-07-25,"SJR1","FC","2","diatom","other","prosph",9.6,24,NA,0,0.917,22.5,24,1,"100x",0.55
"6345",2019-07-25,"SJR1","T24","2","diatom","other","prosph",9.6,24,NA,0,0.917,22,24,1,"100x",1
"6346",2019-07-25,"SJR1","FC","3","diatom","other","prosph",9.6,24,NA,0,0.917,25,24,1,"100x",0.6
"6347",2019-07-25,"SJR1","T24","3","diatom","other","prosph",9.6,24,NA,0,0.906,25,24,1,"100x",1
"6348",2019-07-24,"SJR1","IC","1","diatom","other","prosph",9.6,24,NA,0,0.909,25,24,1,"100x",1
"6349",2019-07-24,"SJR1","IC","2","diatom","other","prosph",9.6,24,NA,0,0.911,25,24,1,"100x",1
"6350",2019-07-24,"SJR1","IC","3","diatom","other","prosph",9.6,24,NA,0,0.909,28,24,1,"100x",1
"6351",2019-09-17,"YBP2","site","N/A","diatom","other","prosph",9.6,24,NA,0,0.895,15,24,1,"100x",0.73
"6352",2019-09-19,"YBP2","FC","1","diatom","other","prosph",9.6,24,NA,0,0.914,5,24,1,"100x",1
"6353",2019-09-19,"YBP2","T24","1","diatom","other","prosph",9.6,24,NA,0,0.911,8.5,24,1,"100x",1
"6354",2019-09-19,"YBP2","FC","2","diatom","other","prosph",9.6,24,NA,0,0.915,9,24,1,"100x",1
"6355",2019-09-19,"YBP2","T24","2","diatom","other","prosph",9.6,24,NA,0,0.917,8,24,1,"100x",1
"6356",2019-09-19,"YBP2","FC","3","diatom","other","prosph",9.6,24,NA,0,0.924,15,24,1,"100x",1
"6357",2019-09-19,"YBP2","T24","3","diatom","other","prosph",9.6,24,NA,0,0.922,15,24,1,"100x",1
"6358",2019-09-18,"YBP2","IC","1","diatom","other","prosph",9.6,24,NA,0,0.914,20,24,1,"100x",0.5
"6359",2019-09-18,"YBP2","IC","2","diatom","other","prosph",9.6,24,NA,0,0.912,17,24,1,"100x",0.78
"6360",2019-09-18,"YBP2","IC","3","diatom","other","prosph",9.6,24,NA,0,0.919,20,24,1,"100x",0.6
"6361",2019-09-03,"SJR2","site","N/A","diatom","other","prisell",16,32,16,0,0.889,18,24,1,"100x",1
"6362",2019-09-05,"SJR2","FC","1","diatom","other","prisell",16,32,16,0,0.915,25,24,1,"100x",1
"6363",2019-09-05,"SJR2","T24","1","diatom","other","prisell",16,32,16,0,0.915,25,24,1,"100x",1
"6364",2019-09-05,"SJR2","FC","2","diatom","other","prisell",16,32,16,0,0.914,25,24,1,"100x",1
"6365",2019-09-05,"SJR2","T24","2","diatom","other","prisell",16,32,16,0,0.919,25,24,1,"100x",1
"6366",2019-09-05,"SJR2","FC","3","diatom","other","prisell",16,32,16,0,0.918,25,24,1,"100x",1
"6367",2019-09-05,"SJR2","T24","3","diatom","other","prisell",16,32,16,0,0.917,25,24,1,"100x",1
"6368",2019-09-04,"SJR2","IC","1","diatom","other","prisell",16,32,16,0,0.915,25,24,1,"100x",1
"6369",2019-09-04,"SJR2","IC","2","diatom","other","prisell",16,32,16,0,0.919,25,24,1,"100x",1
"6370",2019-09-04,"SJR2","IC","3","diatom","other","prisell",16,32,16,0,0.917,25,24,1,"100x",1
"6371",2019-07-30,"YBP1","site","N/A","diatom","other","prisell",16,32,16,0,0.898,16,24,1,"100x",1
"6372",2019-08-01,"YBP1","FC","1","diatom","other","prisell",16,32,16,0,0.907,25,24,1,"100x",1
"6373",2019-08-01,"YBP1","T24","1","diatom","other","prisell",16,32,16,0,0.919,26,24,1,"100x",1
"6374",2019-08-01,"YBP1","FC","2","diatom","other","prisell",16,32,16,0,0.911,26,24,1,"100x",1
"6375",2019-08-01,"YBP1","T24","2","diatom","other","prisell",16,32,16,1,0.911,25,24,1,"100x",1
"6376",2019-08-01,"YBP1","FC","3","diatom","other","prisell",16,32,16,0,0.918,27,24,1,"100x",1
"6377",2019-08-01,"YBP1","T24","3","diatom","other","prisell",16,32,16,0,0.918,25,24,1,"100x",1
"6378",2019-07-31,"YBP1","IC","1","diatom","other","prisell",16,32,16,0,0.902,26,24,1,"100x",1
"6379",2019-07-31,"YBP1","IC","2","diatom","other","prisell",16,32,16,0,0.907,25,24,1,"100x",1
"6380",2019-07-31,"YBP1","IC","3","diatom","other","prisell",16,32,16,0,0.904,25,24,1,"100x",1
"6381",2019-08-18,"LSZ2","site","N/A","diatom","other","prisell",16,32,16,0,0.902,18,24,1,"100x",1
"6382",2019-08-20,"LSZ2","FC","1","diatom","other","prisell",16,32,16,0,0.917,25,24,1,"100x",1
"6383",2019-08-20,"LSZ2","T24","1","diatom","other","prisell",16,32,16,0,0.922,24,24,1,"100x",1
"6384",2019-08-20,"LSZ2","FC","2","diatom","other","prisell",16,32,16,0,0.912,25,24,1,"100x",0.81
"6385",2019-08-20,"LSZ2","T24","2","diatom","other","prisell",16,32,16,0,0.914,25,24,1,"100x",1
"6386",2019-08-20,"LSZ2","FC","3","diatom","other","prisell",16,32,16,0,0.914,25,24,1,"100x",1
"6387",2019-08-20,"LSZ2","T24","3","diatom","other","prisell",16,32,16,0,0.915,25,24,1,"100x",1
"6388",2019-08-19,"LSZ2","IC","1","diatom","other","prisell",16,32,16,0,0.918,25,24,1,"100x",1
"6389",2019-08-19,"LSZ2","IC","2","diatom","other","prisell",16,32,16,0,0.918,25,24,1,"100x",1
"6390",2019-08-19,"LSZ2","IC","3","diatom","other","prisell",16,32,16,0,0.922,27,24,1,"100x",1
"6391",2019-08-13,"WLD2","site","N/A","diatom","other","prisell",16,32,16,0,0.902,17,24,1,"100x",1
"6392",2019-08-15,"WLD2","FC","1","diatom","other","prisell",16,32,16,0,0.904,24,24,1,"100x",1
"6393",2019-08-15,"WLD2","T24","1","diatom","other","prisell",16,32,16,0,0.906,26,24,1,"100x",1
"6394",2019-08-15,"WLD2","FC","2","diatom","other","prisell",16,32,16,0,0.906,25,24,1,"100x",1
"6395",2019-08-15,"WLD2","T24","2","diatom","other","prisell",16,32,16,0,0.906,25,24,1,"100x",1
"6396",2019-08-15,"WLD2","FC","3","diatom","other","prisell",16,32,16,0,0.909,25,24,1,"100x",1
"6397",2019-08-15,"WLD2","T24","3","diatom","other","prisell",16,32,16,0,0.907,27,24,1,"100x",1
"6398",2019-08-14,"WLD2","IC","1","diatom","other","prisell",16,32,16,0,0.917,26,24,1,"100x",1
"6399",2019-08-14,"WLD2","IC","2","diatom","other","prisell",16,32,16,0,0.907,25,24,1,"100x",1
"6400",2019-08-14,"WLD2","IC","3","diatom","other","prisell",16,32,16,0,0.915,25,24,1,"100x",0.5
"6401",2019-07-23,"SJR1","site","N/A","diatom","other","prisell",16,32,16,0,0.901,21,24,1,"100x",1
"6402",2019-07-25,"SJR1","FC","1","diatom","other","prisell",16,32,16,0,0.919,18,24,1,"100x",0.89
"6403",2019-07-25,"SJR1","T24","1","diatom","other","prisell",16,32,16,0,0.918,22,24,1,"100x",1
"6404",2019-07-25,"SJR1","FC","2","diatom","other","prisell",16,32,16,0,0.917,22.5,24,1,"100x",0.55
"6405",2019-07-25,"SJR1","T24","2","diatom","other","prisell",16,32,16,0,0.917,22,24,1,"100x",1
"6406",2019-07-25,"SJR1","FC","3","diatom","other","prisell",16,32,16,0,0.917,25,24,1,"100x",0.6
"6407",2019-07-25,"SJR1","T24","3","diatom","other","prisell",16,32,16,0,0.906,25,24,1,"100x",1
"6408",2019-07-24,"SJR1","IC","1","diatom","other","prisell",16,32,16,0,0.909,25,24,1,"100x",1
"6409",2019-07-24,"SJR1","IC","2","diatom","other","prisell",16,32,16,0,0.911,25,24,1,"100x",1
"6410",2019-07-24,"SJR1","IC","3","diatom","other","prisell",16,32,16,0,0.909,28,24,1,"100x",1
"6411",2019-09-17,"YBP2","site","N/A","diatom","other","prisell",16,32,16,0,0.895,15,24,1,"100x",0.73
"6412",2019-09-19,"YBP2","FC","1","diatom","other","prisell",16,32,16,0,0.914,5,24,1,"100x",1
"6413",2019-09-19,"YBP2","T24","1","diatom","other","prisell",16,32,16,0,0.911,8.5,24,1,"100x",1
"6414",2019-09-19,"YBP2","FC","2","diatom","other","prisell",16,32,16,0,0.915,9,24,1,"100x",1
"6415",2019-09-19,"YBP2","T24","2","diatom","other","prisell",16,32,16,0,0.917,8,24,1,"100x",1
"6416",2019-09-19,"YBP2","FC","3","diatom","other","prisell",16,32,16,0,0.924,15,24,1,"100x",1
"6417",2019-09-19,"YBP2","T24","3","diatom","other","prisell",16,32,16,0,0.922,15,24,1,"100x",1
"6418",2019-09-18,"YBP2","IC","1","diatom","other","prisell",16,32,16,0,0.914,20,24,1,"100x",0.5
"6419",2019-09-18,"YBP2","IC","2","diatom","other","prisell",16,32,16,0,0.912,17,24,1,"100x",0.78
"6420",2019-09-18,"YBP2","IC","3","diatom","other","prisell",16,32,16,0,0.919,20,24,1,"100x",0.6
"6421",2019-09-03,"SJR2","site","N/A","diatom","pennate","prisell",2,96,2,0,0.889,18,24,1,"100x",1
"6422",2019-09-05,"SJR2","FC","1","diatom","pennate","prisell",2,96,2,0,0.915,25,24,1,"100x",1
"6423",2019-09-05,"SJR2","T24","1","diatom","pennate","prisell",2,96,2,0,0.915,25,24,1,"100x",1
"6424",2019-09-05,"SJR2","FC","2","diatom","pennate","prisell",2,96,2,0,0.914,25,24,1,"100x",1
"6425",2019-09-05,"SJR2","T24","2","diatom","pennate","prisell",2,96,2,0,0.919,25,24,1,"100x",1
"6426",2019-09-05,"SJR2","FC","3","diatom","pennate","prisell",2,96,2,0,0.918,25,24,1,"100x",1
"6427",2019-09-05,"SJR2","T24","3","diatom","pennate","prisell",2,96,2,0,0.917,25,24,1,"100x",1
"6428",2019-09-04,"SJR2","IC","1","diatom","pennate","prisell",2,96,2,0,0.915,25,24,1,"100x",1
"6429",2019-09-04,"SJR2","IC","2","diatom","pennate","prisell",2,96,2,0,0.919,25,24,1,"100x",1
"6430",2019-09-04,"SJR2","IC","3","diatom","pennate","prisell",2,96,2,0,0.917,25,24,1,"100x",1
"6431",2019-07-30,"YBP1","site","N/A","diatom","pennate","prisell",2,96,2,0,0.898,16,24,1,"100x",1
"6432",2019-08-01,"YBP1","FC","1","diatom","pennate","prisell",2,96,2,0,0.907,25,24,1,"100x",1
"6433",2019-08-01,"YBP1","T24","1","diatom","pennate","prisell",2,96,2,0,0.919,26,24,1,"100x",1
