"","samp_date","samp_ev","exp","rep","Group","type","shp","sa","la","wi","counts","pres_fact","vol_set_ml","n_bugs","time_d","mag","propCntd"
"3044",2019-07-25,"SJR1","FC","2","cyanobacteria","aphanizomenon","cyl",8,120,NA,6,0.917,22.5,24,1,"100x",0.55
"3045",2019-07-25,"SJR1","T24","2","cyanobacteria","aphanizomenon","cyl",8,120,NA,0,0.917,22,24,1,"100x",1
"3046",2019-07-25,"SJR1","FC","3","cyanobacteria","aphanizomenon","cyl",8,120,NA,0,0.917,25,24,1,"100x",0.6
"3047",2019-07-25,"SJR1","T24","3","cyanobacteria","aphanizomenon","cyl",8,120,NA,0,0.906,25,24,1,"100x",1
"3048",2019-07-24,"SJR1","IC","1","cyanobacteria","aphanizomenon","cyl",8,120,NA,0,0.909,25,24,1,"100x",1
"3049",2019-07-24,"SJR1","IC","2","cyanobacteria","aphanizomenon","cyl",8,120,NA,0,0.911,25,24,1,"100x",1
"3050",2019-07-24,"SJR1","IC","3","cyanobacteria","aphanizomenon","cyl",8,120,NA,0,0.909,28,24,1,"100x",1
"3051",2019-09-17,"YBP2","site","N/A","cyanobacteria","aphanizomenon","cyl",8,120,NA,0,0.895,15,24,1,"100x",0.73
"3052",2019-09-19,"YBP2","FC","1","cyanobacteria","aphanizomenon","cyl",8,120,NA,0,0.914,5,24,1,"100x",1
"3053",2019-09-19,"YBP2","T24","1","cyanobacteria","aphanizomenon","cyl",8,120,NA,0,0.911,8.5,24,1,"100x",1
"3054",2019-09-19,"YBP2","FC","2","cyanobacteria","aphanizomenon","cyl",8,120,NA,0,0.915,9,24,1,"100x",1
"3055",2019-09-19,"YBP2","T24","2","cyanobacteria","aphanizomenon","cyl",8,120,NA,0,0.917,8,24,1,"100x",1
"3056",2019-09-19,"YBP2","FC","3","cyanobacteria","aphanizomenon","cyl",8,120,NA,0,0.924,15,24,1,"100x",1
"3057",2019-09-19,"YBP2","T24","3","cyanobacteria","aphanizomenon","cyl",8,120,NA,130,0.922,15,24,1,"100x",1
"3058",2019-09-18,"YBP2","IC","1","cyanobacteria","aphanizomenon","cyl",8,120,NA,0,0.914,20,24,1,"100x",0.5
"3059",2019-09-18,"YBP2","IC","2","cyanobacteria","aphanizomenon","cyl",8,120,NA,0,0.912,17,24,1,"100x",0.78
"3060",2019-09-18,"YBP2","IC","3","cyanobacteria","aphanizomenon","cyl",8,120,NA,0,0.919,20,24,1,"100x",0.6
"3061",2019-09-03,"SJR2","site","N/A","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.889,18,24,1,"100x",1
"3062",2019-09-05,"SJR2","FC","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.915,25,24,1,"100x",1
"3063",2019-09-05,"SJR2","T24","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.915,25,24,1,"100x",1
"3064",2019-09-05,"SJR2","FC","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.914,25,24,1,"100x",1
"3065",2019-09-05,"SJR2","T24","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.919,25,24,1,"100x",1
"3066",2019-09-05,"SJR2","FC","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.918,25,24,1,"100x",1
"3067",2019-09-05,"SJR2","T24","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.917,25,24,1,"100x",1
"3068",2019-09-04,"SJR2","IC","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.915,25,24,1,"100x",1
"3069",2019-09-04,"SJR2","IC","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.919,25,24,1,"100x",1
"3070",2019-09-04,"SJR2","IC","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.917,25,24,1,"100x",1
"3071",2019-07-30,"YBP1","site","N/A","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.898,16,24,1,"100x",1
"3072",2019-08-01,"YBP1","FC","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.907,25,24,1,"100x",1
"3073",2019-08-01,"YBP1","T24","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.919,26,24,1,"100x",1
"3074",2019-08-01,"YBP1","FC","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,1,0.911,26,24,1,"100x",1
"3075",2019-08-01,"YBP1","T24","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.911,25,24,1,"100x",1
"3076",2019-08-01,"YBP1","FC","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.918,27,24,1,"100x",1
"3077",2019-08-01,"YBP1","T24","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.918,25,24,1,"100x",1
"3078",2019-07-31,"YBP1","IC","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.902,26,24,1,"100x",1
"3079",2019-07-31,"YBP1","IC","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.907,25,24,1,"100x",1
"3080",2019-07-31,"YBP1","IC","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.904,25,24,1,"100x",1
"3081",2019-08-18,"LSZ2","site","N/A","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.902,18,24,1,"100x",1
"3082",2019-08-20,"LSZ2","FC","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.917,25,24,1,"100x",1
"3083",2019-08-20,"LSZ2","T24","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.922,24,24,1,"100x",1
"3084",2019-08-20,"LSZ2","FC","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.912,25,24,1,"100x",0.81
"3085",2019-08-20,"LSZ2","T24","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.914,25,24,1,"100x",1
"3086",2019-08-20,"LSZ2","FC","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.914,25,24,1,"100x",1
"3087",2019-08-20,"LSZ2","T24","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.915,25,24,1,"100x",1
"3088",2019-08-19,"LSZ2","IC","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.918,25,24,1,"100x",1
"3089",2019-08-19,"LSZ2","IC","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.918,25,24,1,"100x",1
"3090",2019-08-19,"LSZ2","IC","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.922,27,24,1,"100x",1
"3091",2019-08-13,"WLD2","site","N/A","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.902,17,24,1,"100x",1
"3092",2019-08-15,"WLD2","FC","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.904,24,24,1,"100x",1
"3093",2019-08-15,"WLD2","T24","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.906,26,24,1,"100x",1
"3094",2019-08-15,"WLD2","FC","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.906,25,24,1,"100x",1
"3095",2019-08-15,"WLD2","T24","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.906,25,24,1,"100x",1
"3096",2019-08-15,"WLD2","FC","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.909,25,24,1,"100x",1
"3097",2019-08-15,"WLD2","T24","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.907,27,24,1,"100x",1
"3098",2019-08-14,"WLD2","IC","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.917,26,24,1,"100x",1
"3099",2019-08-14,"WLD2","IC","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.907,25,24,1,"100x",1
"3100",2019-08-14,"WLD2","IC","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.915,25,24,1,"100x",0.5
"3101",2019-07-23,"SJR1","site","N/A","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.901,21,24,1,"100x",1
"3102",2019-07-25,"SJR1","FC","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.919,18,24,1,"100x",0.89
"3103",2019-07-25,"SJR1","T24","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.918,22,24,1,"100x",1
"3104",2019-07-25,"SJR1","FC","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.917,22.5,24,1,"100x",0.55
"3105",2019-07-25,"SJR1","T24","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.917,22,24,1,"100x",1
"3106",2019-07-25,"SJR1","FC","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.917,25,24,1,"100x",0.6
"3107",2019-07-25,"SJR1","T24","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.906,25,24,1,"100x",1
"3108",2019-07-24,"SJR1","IC","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.909,25,24,1,"100x",1
"3109",2019-07-24,"SJR1","IC","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.911,25,24,1,"100x",1
"3110",2019-07-24,"SJR1","IC","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.909,28,24,1,"100x",1
"3111",2019-09-17,"YBP2","site","N/A","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.895,15,24,1,"100x",0.73
"3112",2019-09-19,"YBP2","FC","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.914,5,24,1,"100x",1
"3113",2019-09-19,"YBP2","T24","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,4,0.911,8.5,24,1,"100x",1
"3114",2019-09-19,"YBP2","FC","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.915,9,24,1,"100x",1
"3115",2019-09-19,"YBP2","T24","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.917,8,24,1,"100x",1
"3116",2019-09-19,"YBP2","FC","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.924,15,24,1,"100x",1
"3117",2019-09-19,"YBP2","T24","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.922,15,24,1,"100x",1
"3118",2019-09-18,"YBP2","IC","1","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.914,20,24,1,"100x",0.5
"3119",2019-09-18,"YBP2","IC","2","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.912,17,24,1,"100x",0.78
"3120",2019-09-18,"YBP2","IC","3","cyanobacteria","aphanizomenon","cyl",8,320,NA,0,0.919,20,24,1,"100x",0.6
"3121",2019-09-03,"SJR2","site","N/A","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.889,18,24,1,"100x",1
"3122",2019-09-05,"SJR2","FC","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.915,25,24,1,"100x",1
"3123",2019-09-05,"SJR2","T24","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.915,25,24,1,"100x",1
"3124",2019-09-05,"SJR2","FC","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.914,25,24,1,"100x",1
"3125",2019-09-05,"SJR2","T24","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.919,25,24,1,"100x",1
"3126",2019-09-05,"SJR2","FC","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.918,25,24,1,"100x",1
"3127",2019-09-05,"SJR2","T24","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.917,25,24,1,"100x",1
"3128",2019-09-04,"SJR2","IC","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.915,25,24,1,"100x",1
"3129",2019-09-04,"SJR2","IC","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.919,25,24,1,"100x",1
"3130",2019-09-04,"SJR2","IC","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.917,25,24,1,"100x",1
"3131",2019-07-30,"YBP1","site","N/A","cyanobacteria","dolichospermum","cyl",4,16,NA,7,0.898,16,24,1,"100x",1
"3132",2019-08-01,"YBP1","FC","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.907,25,24,1,"100x",1
"3133",2019-08-01,"YBP1","T24","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.919,26,24,1,"100x",1
"3134",2019-08-01,"YBP1","FC","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.911,26,24,1,"100x",1
"3135",2019-08-01,"YBP1","T24","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.911,25,24,1,"100x",1
"3136",2019-08-01,"YBP1","FC","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.918,27,24,1,"100x",1
"3137",2019-08-01,"YBP1","T24","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.918,25,24,1,"100x",1
"3138",2019-07-31,"YBP1","IC","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.902,26,24,1,"100x",1
"3139",2019-07-31,"YBP1","IC","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.907,25,24,1,"100x",1
"3140",2019-07-31,"YBP1","IC","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.904,25,24,1,"100x",1
"3141",2019-08-18,"LSZ2","site","N/A","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.902,18,24,1,"100x",1
"3142",2019-08-20,"LSZ2","FC","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.917,25,24,1,"100x",1
"3143",2019-08-20,"LSZ2","T24","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.922,24,24,1,"100x",1
"3144",2019-08-20,"LSZ2","FC","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.912,25,24,1,"100x",0.81
"3145",2019-08-20,"LSZ2","T24","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.914,25,24,1,"100x",1
"3146",2019-08-20,"LSZ2","FC","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.914,25,24,1,"100x",1
"3147",2019-08-20,"LSZ2","T24","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.915,25,24,1,"100x",1
"3148",2019-08-19,"LSZ2","IC","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.918,25,24,1,"100x",1
"3149",2019-08-19,"LSZ2","IC","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.918,25,24,1,"100x",1
"3150",2019-08-19,"LSZ2","IC","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.922,27,24,1,"100x",1
"3151",2019-08-13,"WLD2","site","N/A","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.902,17,24,1,"100x",1
"3152",2019-08-15,"WLD2","FC","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.904,24,24,1,"100x",1
"3153",2019-08-15,"WLD2","T24","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.906,26,24,1,"100x",1
"3154",2019-08-15,"WLD2","FC","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.906,25,24,1,"100x",1
"3155",2019-08-15,"WLD2","T24","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.906,25,24,1,"100x",1
"3156",2019-08-15,"WLD2","FC","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.909,25,24,1,"100x",1
"3157",2019-08-15,"WLD2","T24","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.907,27,24,1,"100x",1
"3158",2019-08-14,"WLD2","IC","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.917,26,24,1,"100x",1
"3159",2019-08-14,"WLD2","IC","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.907,25,24,1,"100x",1
"3160",2019-08-14,"WLD2","IC","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.915,25,24,1,"100x",0.5
"3161",2019-07-23,"SJR1","site","N/A","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.901,21,24,1,"100x",1
"3162",2019-07-25,"SJR1","FC","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.919,18,24,1,"100x",0.89
"3163",2019-07-25,"SJR1","T24","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.918,22,24,1,"100x",1
"3164",2019-07-25,"SJR1","FC","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.917,22.5,24,1,"100x",0.55
"3165",2019-07-25,"SJR1","T24","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.917,22,24,1,"100x",1
"3166",2019-07-25,"SJR1","FC","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.917,25,24,1,"100x",0.6
"3167",2019-07-25,"SJR1","T24","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.906,25,24,1,"100x",1
"3168",2019-07-24,"SJR1","IC","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.909,25,24,1,"100x",1
"3169",2019-07-24,"SJR1","IC","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.911,25,24,1,"100x",1
"3170",2019-07-24,"SJR1","IC","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.909,28,24,1,"100x",1
"3171",2019-09-17,"YBP2","site","N/A","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.895,15,24,1,"100x",0.73
"3172",2019-09-19,"YBP2","FC","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.914,5,24,1,"100x",1
"3173",2019-09-19,"YBP2","T24","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.911,8.5,24,1,"100x",1
"3174",2019-09-19,"YBP2","FC","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.915,9,24,1,"100x",1
"3175",2019-09-19,"YBP2","T24","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.917,8,24,1,"100x",1
"3176",2019-09-19,"YBP2","FC","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.924,15,24,1,"100x",1
"3177",2019-09-19,"YBP2","T24","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.922,15,24,1,"100x",1
"3178",2019-09-18,"YBP2","IC","1","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.914,20,24,1,"100x",0.5
"3179",2019-09-18,"YBP2","IC","2","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.912,17,24,1,"100x",0.78
"3180",2019-09-18,"YBP2","IC","3","cyanobacteria","dolichospermum","cyl",4,16,NA,0,0.919,20,24,1,"100x",0.6
"3181",2019-09-03,"SJR2","site","N/A","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.889,18,24,1,"100x",1
"3182",2019-09-05,"SJR2","FC","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.915,25,24,1,"100x",1
"3183",2019-09-05,"SJR2","T24","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.915,25,24,1,"100x",1
"3184",2019-09-05,"SJR2","FC","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.914,25,24,1,"100x",1
"3185",2019-09-05,"SJR2","T24","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.919,25,24,1,"100x",1
"3186",2019-09-05,"SJR2","FC","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.918,25,24,1,"100x",1
"3187",2019-09-05,"SJR2","T24","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.917,25,24,1,"100x",1
"3188",2019-09-04,"SJR2","IC","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.915,25,24,1,"100x",1
"3189",2019-09-04,"SJR2","IC","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.919,25,24,1,"100x",1
"3190",2019-09-04,"SJR2","IC","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.917,25,24,1,"100x",1
"3191",2019-07-30,"YBP1","site","N/A","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.898,16,24,1,"100x",1
"3192",2019-08-01,"YBP1","FC","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.907,25,24,1,"100x",1
"3193",2019-08-01,"YBP1","T24","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.919,26,24,1,"100x",1
"3194",2019-08-01,"YBP1","FC","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.911,26,24,1,"100x",1
"3195",2019-08-01,"YBP1","T24","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.911,25,24,1,"100x",1
"3196",2019-08-01,"YBP1","FC","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.918,27,24,1,"100x",1
"3197",2019-08-01,"YBP1","T24","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.918,25,24,1,"100x",1
"3198",2019-07-31,"YBP1","IC","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.902,26,24,1,"100x",1
"3199",2019-07-31,"YBP1","IC","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.907,25,24,1,"100x",1
"3200",2019-07-31,"YBP1","IC","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.904,25,24,1,"100x",1
"3201",2019-08-18,"LSZ2","site","N/A","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.902,18,24,1,"100x",1
"3202",2019-08-20,"LSZ2","FC","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.917,25,24,1,"100x",1
"3203",2019-08-20,"LSZ2","T24","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.922,24,24,1,"100x",1
"3204",2019-08-20,"LSZ2","FC","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.912,25,24,1,"100x",0.81
"3205",2019-08-20,"LSZ2","T24","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.914,25,24,1,"100x",1
"3206",2019-08-20,"LSZ2","FC","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.914,25,24,1,"100x",1
"3207",2019-08-20,"LSZ2","T24","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.915,25,24,1,"100x",1
"3208",2019-08-19,"LSZ2","IC","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.918,25,24,1,"100x",1
"3209",2019-08-19,"LSZ2","IC","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.918,25,24,1,"100x",1
"3210",2019-08-19,"LSZ2","IC","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.922,27,24,1,"100x",1
"3211",2019-08-13,"WLD2","site","N/A","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.902,17,24,1,"100x",1
"3212",2019-08-15,"WLD2","FC","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.904,24,24,1,"100x",1
"3213",2019-08-15,"WLD2","T24","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.906,26,24,1,"100x",1
"3214",2019-08-15,"WLD2","FC","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.906,25,24,1,"100x",1
"3215",2019-08-15,"WLD2","T24","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.906,25,24,1,"100x",1
"3216",2019-08-15,"WLD2","FC","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.909,25,24,1,"100x",1
"3217",2019-08-15,"WLD2","T24","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.907,27,24,1,"100x",1
"3218",2019-08-14,"WLD2","IC","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.917,26,24,1,"100x",1
"3219",2019-08-14,"WLD2","IC","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.907,25,24,1,"100x",1
"3220",2019-08-14,"WLD2","IC","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.915,25,24,1,"100x",0.5
"3221",2019-07-23,"SJR1","site","N/A","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.901,21,24,1,"100x",1
"3222",2019-07-25,"SJR1","FC","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.919,18,24,1,"100x",0.89
"3223",2019-07-25,"SJR1","T24","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.918,22,24,1,"100x",1
"3224",2019-07-25,"SJR1","FC","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.917,22.5,24,1,"100x",0.55
"3225",2019-07-25,"SJR1","T24","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.917,22,24,1,"100x",1
"3226",2019-07-25,"SJR1","FC","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.917,25,24,1,"100x",0.6
"3227",2019-07-25,"SJR1","T24","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.906,25,24,1,"100x",1
"3228",2019-07-24,"SJR1","IC","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.909,25,24,1,"100x",1
"3229",2019-07-24,"SJR1","IC","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.911,25,24,1,"100x",1
"3230",2019-07-24,"SJR1","IC","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.909,28,24,1,"100x",1
"3231",2019-09-17,"YBP2","site","N/A","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.895,15,24,1,"100x",0.73
"3232",2019-09-19,"YBP2","FC","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.914,5,24,1,"100x",1
"3233",2019-09-19,"YBP2","T24","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.911,8.5,24,1,"100x",1
"3234",2019-09-19,"YBP2","FC","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.915,9,24,1,"100x",1
"3235",2019-09-19,"YBP2","T24","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.917,8,24,1,"100x",1
"3236",2019-09-19,"YBP2","FC","3","cyanobacteria","dolichospermum","cyl",4,40,NA,22,0.924,15,24,1,"100x",1
"3237",2019-09-19,"YBP2","T24","3","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.922,15,24,1,"100x",1
"3238",2019-09-18,"YBP2","IC","1","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.914,20,24,1,"100x",0.5
"3239",2019-09-18,"YBP2","IC","2","cyanobacteria","dolichospermum","cyl",4,40,NA,0,0.912,17,24,1,"100x",0.78
"3240",2019-09-18,"YBP2","IC","3","cyanobacteria","dolichospermum","cyl",4,40,NA,76,0.919,20,24,1,"100x",0.6
"3241",2019-09-03,"SJR2","site","N/A","cyanobacteria","dolichospermum","cyl",4,48,NA,0,0.889,18,24,1,"100x",1
"3242",2019-09-05,"SJR2","FC","1","cyanobacteria","dolichospermum","cyl",4,48,NA,0,0.915,25,24,1,"100x",1
"3243",2019-09-05,"SJR2","T24","1","cyanobacteria","dolichospermum","cyl",4,48,NA,0,0.915,25,24,1,"100x",1
"3244",2019-09-05,"SJR2","FC","2","cyanobacteria","dolichospermum","cyl",4,48,NA,0,0.914,25,24,1,"100x",1
"3245",2019-09-05,"SJR2","T24","2","cyanobacteria","dolichospermum","cyl",4,48,NA,0,0.919,25,24,1,"100x",1
"3246",2019-09-05,"SJR2","FC","3","cyanobacteria","dolichospermum","cyl",4,48,NA,0,0.918,25,24,1,"100x",1
"3247",2019-09-05,"SJR2","T24","3","cyanobacteria","dolichospermum","cyl",4,48,NA,0,0.917,25,24,1,"100x",1
"3248",2019-09-04,"SJR2","IC","1","cyanobacteria","dolichospermum","cyl",4,48,NA,0,0.915,25,24,1,"100x",1
"3249",2019-09-04,"SJR2","IC","2","cyanobacteria","dolichospermum","cyl",4,48,NA,0,0.919,25,24,1,"100x",1
"3250",2019-09-04,"SJR2","IC","3","cyanobacteria","dolichospermum","cyl",4,48,NA,0,0.917,25,24,1,"100x",1
